isco08_code,ISCO-08 Title EN,soc_code,2010 SOC Title,Occupation Title,Language Modeling AIOE,isco_major_group
5411,Fire-fighters,33-2011,Firefighters,Firefighters,0.15000000000000002,5
5412,Police officers,33-1012,First-Line Supervisors of Police and Detectives,First-Line Supervisors of Police and Detectives,0.43862433862433864,5
5412,Police officers,33-3051,Police and Sheriff's Patrol Officers,Police and Sheriff's Patrol Officers,0.32116402116402115,5
5412,Police officers,33-3052,Transit and Railroad Police,Transit and Railroad Police,0.29338624338624336,5
5413,Prison guards,33-1011,First-Line Supervisors of Correctional Officers,First-Line Supervisors of Correctional Officers,0.394973544973545,5
5413,Prison guards,33-3012,Correctional Officers and Jailers,Correctional Officers and Jailers,0.3134920634920635,5
5414,Security guards,33-9031,Gaming Surveillance Officers and Gaming Investigators,Gaming Surveillance Officers and Gaming Investigators,0.6050264550264549,5
5414,Security guards,33-9032,Security Guards,Security Guards,0.37857142857142856,5
5419,Protective services workers not elsewhere classified,33-3031,Fish and Game Wardens,Fish and Game Wardens,0.3566137566137566,5
5419,Protective services workers not elsewhere classified,33-3041,Parking Enforcement Workers,Parking Enforcement Workers,0.3246031746031746,5
5419,Protective services workers not elsewhere classified,33-9091,Crossing Guards,Crossing Guards,0.38544973544973543,5
5419,Protective services workers not elsewhere classified,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.40687830687830684,5
5419,Protective services workers not elsewhere classified,33-9099,"Protective Service Workers, All Other","Protective Service Workers, All Other",0.485978835978836,5
5419,Protective services workers not elsewhere classified,43-5031,"Police, Fire, and Ambulance Dispatchers","Police, Fire, and Ambulance Dispatchers",0.6952380952380952,5
6111,Field crop and vegetable growers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6111,Field crop and vegetable growers,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,0.16243386243386246,6
6112,Tree and shrub crop growers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6112,Tree and shrub crop growers,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,0.16243386243386246,6
6113,"Gardeners, horticultural and nursery growers",37-1012,"First-line Supervisor of Landscaping, Lawn Service, and Groundskeeping Workers","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.3619047619047619,6
6113,"Gardeners, horticultural and nursery growers",45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,0.16243386243386246,6
6114,Mixed crop growers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6114,Mixed crop growers,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,0.16243386243386246,6
6121,Livestock and dairy producers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6121,Livestock and dairy producers,45-2021,Animal Breeders,Animal Breeders,0.24153439153439155,6
6122,Poultry producers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6122,Poultry producers,45-2021,Animal Breeders,Animal Breeders,0.24153439153439155,6
6123,Apiarists and sericulturists,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6123,Apiarists and sericulturists,45-2021,Animal Breeders,Animal Breeders,0.24153439153439155,6
6129,Animal producers not elsewhere classified,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6129,Animal producers not elsewhere classified,45-2021,Animal Breeders,Animal Breeders,0.24153439153439155,6
6130,Mixed crop and animal producers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6130,Mixed crop and animal producers,45-2021,Animal Breeders,Animal Breeders,0.24153439153439155,6
6130,Mixed crop and animal producers,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,0.16243386243386246,6
6210,Forestry and related workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6210,Forestry and related workers,45-4011,Forest and Conservation Workers,Forest and Conservation Workers,0.22592592592592595,6
6210,Forestry and related workers,45-4021,Fallers,Fallers,0.016666666666666708,6
6210,Forestry and related workers,45-4022,Logging Equipment Operators,Logging Equipment Operators,0.13201058201058202,6
6210,Forestry and related workers,45-4023,Log Graders and Scalers,Log Graders and Scalers,0.30449735449735454,6
6221,Aquaculture workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6221,Aquaculture workers,45-2021,Animal Breeders,Animal Breeders,0.24153439153439155,6
6222,Inland and coastal waters fishery workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6222,Inland and coastal waters fishery workers,45-3011,Fishers and Related Fishing Workers,Fishers and Related Fishing Workers,0.09074074074074079,6
6223,Deep-sea fishery workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6223,Deep-sea fishery workers,45-3011,Fishers and Related Fishing Workers,Fishers and Related Fishing Workers,0.09074074074074079,6
6224,Hunters and trappers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.34285714285714286,6
6224,Hunters and trappers,45-3021,Hunters and Trappers,Hunters and Trappers,0.12698412698412698,6
6310,Subsistence crop farmers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.11164021164021168,6
6320,Subsistence livestock farmers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farmworkers, Farm, Ranch, and Aquacultural Animals",0.2023809523809524,6
6330,Subsistence mixed crop and livestock farmers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.11164021164021168,6
6330,Subsistence mixed crop and livestock farmers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farmworkers, Farm, Ranch, and Aquacultural Animals",0.2023809523809524,6
6340,"Subsistence fishers, hunters, trappers and gatherers",45-3011,Fishers and Related Fishing Workers,Fishers and Related Fishing Workers,0.09074074074074079,6
6340,"Subsistence fishers, hunters, trappers and gatherers",45-3021,Hunters and Trappers,Hunters and Trappers,0.12698412698412698,6
7111,House builders,11-9021,Construction Managers,Construction Managers,0.6587301587301587,7
7112,Bricklayers and related workers,47-2021,Brickmasons and Blockmasons,Brickmasons and Blockmasons,0.06534391534391537,7
7112,Bricklayers and related workers,49-9045,"Refractory Materials Repairers, Except Brickmasons","Refractory Materials Repairers, Except Brickmasons",0.17063492063492064,7
7113,"Stonemasons, stone cutters, splitters and carvers",47-2022,Stonemasons,Stonemasons,0.09814814814814814,7
7114,"Concrete placers, concrete finishers and related workers",47-2051,Cement Masons and Concrete Finishers,Cement Masons and Concrete Finishers,0.0465608465608466,7
7114,"Concrete placers, concrete finishers and related workers",47-2053,Terrazzo Workers and Finishers,Terrazzo Workers and Finishers,0.04470899470899472,7
7114,"Concrete placers, concrete finishers and related workers",47-4091,Segmental Pavers,Segmental Pavers,0.23941798941798945,7
7115,Carpenters and joiners,47-2031,Carpenters,Carpenters,0.1611111111111111,7
7119,Building frame and related trades workers not elsewhere classified,47-2231,Solar Photovoltaic Installers,Solar Photovoltaic Installers,0.21613756613756616,7
7119,Building frame and related trades workers not elsewhere classified,47-4031,Fence Erectors,Fence Erectors,0.047354497354497364,7
7119,Building frame and related trades workers not elsewhere classified,47-4041,Hazardous Materials Removal Workers,Hazardous Materials Removal Workers,0.29365079365079366,7
7119,Building frame and related trades workers not elsewhere classified,47-4099,"Construction and Related Workers, All Other","Construction and Related Workers, All Other",0.26005291005291004,7
7119,Building frame and related trades workers not elsewhere classified,49-9095,Manufactured Building and Mobile Home Installers,Manufactured Building and Mobile Home Installers,0.10952380952380955,7
7122,Floor layers and tile setters,47-2041,Carpet Installers,Carpet Installers,0.11640211640211644,7
7122,Floor layers and tile setters,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles","Floor Layers, Except Carpet, Wood, and Hard Tiles",0.212962962962963,7
7122,Floor layers and tile setters,47-2043,Floor Sanders and Finishers,Floor Sanders and Finishers,0.07407407407407407,7
7122,Floor layers and tile setters,47-2044,Tile and Marble Setters,Tile and Marble Setters,0.1740740740740741,7
7123,Plasterers,47-2081,Drywall and Ceiling Tile Installers,Drywall and Ceiling Tile Installers,0.09470899470899473,7
7123,Plasterers,47-2082,Tapers,Tapers,0.13465608465608467,7
7123,Plasterers,47-2161,Plasterers and Stucco Masons,Plasterers and Stucco Masons,0.07301587301587302,7
7124,Insulation workers,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Insulation Workers, Floor, Ceiling, and Wall",0.09100529100529102,7
7124,Insulation workers,47-2132,"Insulation Workers, Mechanical","Insulation Workers, Mechanical",0.20476190476190476,7
7125,Glaziers,47-2121,Glaziers,Glaziers,0.15529100529100534,7
7126,Plumbers and pipe fitters,47-2151,Pipelayers,Pipelayers,0.17804232804232803,7
7126,Plumbers and pipe fitters,47-2152,"Plumbers, Pipefitters, and Steamfitters","Plumbers, Pipefitters, and Steamfitters",0.19417989417989417,7
7127,Air conditioning and refrigeration mechanics,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7131,Painters and related workers,47-2141,"Painters, Construction and Maintenance","Painters, Construction and Maintenance",0.12513227513227515,7
7131,Painters and related workers,47-2142,Paperhangers,Paperhangers,0.0761904761904762,7
7132,Spray painters and varnishers,51-9122,"Painters, Transportation Equipment","Painters, Transportation Equipment",0.07566137566137567,7
7211,Metal moulders and coremakers,51-4071,Foundry Mold and Coremakers,Foundry Mold and Coremakers,0.05608465608465613,7
7212,Welders and flamecutters,51-4121,"Welders, Cutters, Solderers, and Brazers","Welders, Cutters, Solderers, and Brazers",0.1470899470899471,7
7213,Sheet-metal workers,47-2011,Boilermakers,Boilermakers,0.19365079365079363,7
7213,Sheet-metal workers,47-2211,Sheet Metal Workers,Sheet Metal Workers,0.1611111111111111,7
7213,Sheet-metal workers,51-4192,"Layout Workers, Metal and Plastic","Layout Workers, Metal and Plastic",0.24285714285714285,7
7214,Structural-metal preparers and erectors,47-2171,Reinforcing Iron and Rebar Workers,Reinforcing Iron and Rebar Workers,0.019312169312169357,7
7214,Structural-metal preparers and erectors,47-2221,Structural Iron and Steel Workers,Structural Iron and Steel Workers,0.04047619047619048,7
7214,Structural-metal preparers and erectors,51-2041,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,0.20529100529100527,7
7215,Riggers and cable splicers,49-9096,Riggers,Riggers,0.1523809523809524,7
7222,Toolmakers and related workers,49-9094,Locksmiths and Safe Repairers,Locksmiths and Safe Repairers,0.22830687830687832,7
7222,Toolmakers and related workers,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",0.40026455026455027,7
7222,Toolmakers and related workers,51-4111,Tool and Die Makers,Tool and Die Makers,0.30873015873015874,7
7222,Toolmakers and related workers,51-4192,"Layout Workers, Metal and Plastic","Layout Workers, Metal and Plastic",0.24285714285714285,7
7223,Metal working machine tool setters and operators,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic","Computer-Controlled Machine Tool Operators, Metal and Plastic",0.25555555555555554,7
7223,Metal working machine tool setters and operators,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.13994708994709,7
7223,Metal working machine tool setters and operators,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.2574074074074074,7
7223,Metal working machine tool setters and operators,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.17671957671957675,7
7223,Metal working machine tool setters and operators,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.18624338624338627,7
7223,Metal working machine tool setters and operators,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.25582010582010584,7
7223,Metal working machine tool setters and operators,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.17460317460317462,7
7223,Metal working machine tool setters and operators,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.19259259259259262,7
7223,Metal working machine tool setters and operators,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.2611111111111111,7
7223,Metal working machine tool setters and operators,51-4041,Machinists,Machinists,0.23174603174603176,7
7223,Metal working machine tool setters and operators,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.26693121693121696,7
7224,"Metal polishers, wheel grinders and tool sharpeners",51-4194,"Tool Grinders, Filers, and Sharpeners","Tool Grinders, Filers, and Sharpeners",0.20026455026455028,7
7224,"Metal polishers, wheel grinders and tool sharpeners",51-9022,"Grinding and Polishing Workers, Hand","Grinding and Polishing Workers, Hand",0.16772486772486775,7
7231,Motor vehicle mechanics and repairers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7231,Motor vehicle mechanics and repairers,49-3021,Automotive Body and Related Repairers,Automotive Body and Related Repairers,0.17328042328042328,7
7231,Motor vehicle mechanics and repairers,49-3022,Automotive Glass Installers and Repairers,Automotive Glass Installers and Repairers,0.16375661375661374,7
7231,Motor vehicle mechanics and repairers,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,Bus and Truck Mechanics and Diesel Engine Specialists,0.2105820105820106,7
7231,Motor vehicle mechanics and repairers,49-3051,Motorboat Mechanics and Service Technicians,Motorboat Mechanics and Service Technicians,0.24232804232804236,7
7231,Motor vehicle mechanics and repairers,49-3052,Motorcycle Mechanics,Motorcycle Mechanics,0.31428571428571433,7
7231,Motor vehicle mechanics and repairers,49-3092,Recreational Vehicle Service Technicians,Recreational Vehicle Service Technicians,0.2605820105820106,7
7231,Motor vehicle mechanics and repairers,49-3093,Tire Repairers and Changers,Tire Repairers and Changers,0.11402116402116402,7
7232,Aircraft engine mechanics and repairers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7232,Aircraft engine mechanics and repairers,49-3011,Aircraft Mechanics and Service Technicians,Aircraft Mechanics and Service Technicians,0.2751322751322751,7
7233,Agricultural and industrial machinery mechanics and repairers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7233,Agricultural and industrial machinery mechanics and repairers,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","Mobile Heavy Equipment Mechanics, Except Engines",0.15740740740740744,7
7233,Agricultural and industrial machinery mechanics and repairers,49-9043,"Maintenance Workers, Machinery","Maintenance Workers, Machinery",0.221957671957672,7
7233,Agricultural and industrial machinery mechanics and repairers,49-9044,Millwrights,Millwrights,0.1507936507936508,7
7233,Agricultural and industrial machinery mechanics and repairers,49-9045,"Refractory Materials Repairers, Except Brickmasons","Refractory Materials Repairers, Except Brickmasons",0.17063492063492064,7
7233,Agricultural and industrial machinery mechanics and repairers,49-9081,Wind Turbine Service Technicians,Wind Turbine Service Technicians,0.23015873015873017,7
7234,Bicycle and related repairers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7311,Precision-instrument makers and repairers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7311,Precision-instrument makers and repairers,49-9062,Medical Equipment Repairers,Medical Equipment Repairers,0.34841269841269845,7
7311,Precision-instrument makers and repairers,49-9064,Watch Repairers,Watch Repairers,0.32671957671957674,7
7312,Musical instrument makers and tuners,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7312,Musical instrument makers and tuners,49-9063,Musical Instrument Repairers and Tuners,Musical Instrument Repairers and Tuners,0.335978835978836,7
7313,Jewellery and precious-metal workers,51-9071,Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Workers,0.32195767195767194,7
7314,Potters and related workers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic",0.16216931216931216,7
7315,"Glass makers, cutters, grinders and finishers",51-9022,"Grinding and Polishing Workers, Hand","Grinding and Polishing Workers, Hand",0.16772486772486775,7
7315,"Glass makers, cutters, grinders and finishers",51-9031,"Cutters and Trimmers, Hand","Cutters and Trimmers, Hand",0.24021164021164024,7
7315,"Glass makers, cutters, grinders and finishers",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic",0.16216931216931216,7
7316,"Sign writers, decorative painters, engravers and etchers",51-9123,"Painting, Coating, and Decorating Workers","Painting, Coating, and Decorating Workers",0.2388888888888889,7
7316,"Sign writers, decorative painters, engravers and etchers",51-9194,Etchers and Engravers,Etchers and Engravers,0.28544973544973545,7
7318,"Handicraft workers in textile, leather and related materials",51-6041,Shoe and Leather Workers and Repairers,Shoe and Leather Workers and Repairers,0.22407407407407412,7
7321,Pre-press technicians,51-5111,Prepress Technicians and Workers,Prepress Technicians and Workers,0.4902116402116402,7
7322,Printers ,51-5112,Printing Press Operators,Printing Press Operators,0.26719576719576726,7
7323,Print finishing and binding workers,51-5113,Print Binding and Finishing Workers,Print Binding and Finishing Workers,0.24867724867724866,7
7411,Building and related electricians,47-2111,Electricians,Electricians,0.24814814814814815,7
7411,Building and related electricians,47-2231,Solar Photovoltaic Installers,Solar Photovoltaic Installers,0.21613756613756616,7
7412,Electrical mechanics and fitters,47-4021,Elevator Installers and Repairers,Elevator Installers and Repairers,0.24497354497354498,7
7412,Electrical mechanics and fitters,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7412,Electrical mechanics and fitters,49-2092,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",0.23121693121693124,7
7412,Electrical mechanics and fitters,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Electrical and Electronics Installers and Repairers, Transportation Equipment",0.24973544973544973,7
7412,Electrical mechanics and fitters,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.30449735449735454,7
7412,Electrical mechanics and fitters,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.31269841269841264,7
7412,Electrical mechanics and fitters,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","Electronic Equipment Installers and Repairers, Motor Vehicles",0.26031746031746034,7
7412,Electrical mechanics and fitters,49-2098,Security and Fire Alarm Systems Installers,Security and Fire Alarm Systems Installers,0.30925925925925923,7
7412,Electrical mechanics and fitters,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Outdoor Power Equipment and Other Small Engine Mechanics,0.23624338624338626,7
7412,Electrical mechanics and fitters,49-9011,Mechanical Door Repairers,Mechanical Door Repairers,0.15132275132275133,7
7412,Electrical mechanics and fitters,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","Control and Valve Installers and Repairers, Except Mechanical Door",0.2838624338624338,7
7412,Electrical mechanics and fitters,49-9031,Home Appliance Repairers,Home Appliance Repairers,0.24497354497354498,7
7412,Electrical mechanics and fitters,49-9097,Signal and Track Switch Repairers,Signal and Track Switch Repairers,0.1867724867724868,7
7413,Electrical line installers and repairers ,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7413,Electrical line installers and repairers ,49-9051,Electrical Power-Line Installers and Repairers,Electrical Power-Line Installers and Repairers,0.19444444444444445,7
7421,Electronics mechanics and servicers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7421,Electronics mechanics and servicers,49-2011,"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",0.3703703703703704,7
7421,Electronics mechanics and servicers,49-2091,Avionics Technicians,Avionics Technicians,0.42063492063492064,7
7421,Electronics mechanics and servicers,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Electrical and Electronics Installers and Repairers, Transportation Equipment",0.24973544973544973,7
7421,Electronics mechanics and servicers,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.30449735449735454,7
7421,Electronics mechanics and servicers,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.31269841269841264,7
7421,Electronics mechanics and servicers,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","Electronic Equipment Installers and Repairers, Motor Vehicles",0.26031746031746034,7
7422,Information and communications technology installers and servicers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",0.4603174603174603,7
7422,Information and communications technology installers and servicers,49-2011,"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",0.3703703703703704,7
7422,Information and communications technology installers and servicers,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs","Radio, Cellular, and Tower Equipment Installers and Repairers",0.29391534391534396,7
7422,Information and communications technology installers and servicers,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",0.2420634920634921,7
7422,Information and communications technology installers and servicers,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Electrical and Electronics Installers and Repairers, Transportation Equipment",0.24973544973544973,7
7422,Information and communications technology installers and servicers,49-9052,Telecommunications Line Installers and Repairers,Telecommunications Line Installers and Repairers,0.21164021164021163,7
7422,Information and communications technology installers and servicers,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,Electronic Home Entertainment Equipment Installers and Repairers,0.29735449735449737,7
7511,"Butchers, fishmongers and related food preparers",51-3021,Butchers and Meat Cutters,Butchers and Meat Cutters,0.23201058201058203,7
7511,"Butchers, fishmongers and related food preparers",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","Meat, Poultry, and Fish Cutters and Trimmers",0.21904761904761905,7
7511,"Butchers, fishmongers and related food preparers",51-3023,Slaughterers and Meat Packers,Slaughterers and Meat Packers,0.0822751322751323,7
7512,"Bakers, pastry-cooks and confectionery makers",51-3011,Bakers,Bakers,0.36507936507936506,7
7513,Dairy-products makers,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.21322751322751324,7
7514,"Fruit, vegetable and related preservers",51-3093,Food Cooking Machine Operators and Tenders,Food Cooking Machine Operators and Tenders,0.32671957671957674,7
7515,Food and beverage tasters and graders,45-2011,Agricultural Inspectors,Agricultural Inspectors,0.4883597883597883,7
7515,Food and beverage tasters and graders,45-2041,"Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products",0.21746031746031746,7
7516,Tobacco preparers and tobacco products makers,45-2041,"Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products",0.21746031746031746,7
7516,Tobacco preparers and tobacco products makers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic",0.16216931216931216,7
7521,Wood treaters,51-9191,Adhesive Bonding Machine Operators and Tenders,Adhesive Bonding Machine Operators and Tenders,0.15052910052910057,7
7522,Cabinet-makers and related workers,51-7011,Cabinetmakers and Bench Carpenters,Cabinetmakers and Bench Carpenters,0.13941798941798944,7
7522,Cabinet-makers and related workers,51-7021,Furniture Finishers,Furniture Finishers,0.16296296296296298,7
7522,Cabinet-makers and related workers,51-7031,"Model Makers, Wood","Model Makers, Wood",0.2783068783068783,7
7523,Woodworking-machine tool setters and operators,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.17195767195767198,7
7531,"Tailors, dressmakers, furriers and hatters",51-6052,"Tailors, Dressmakers, and Custom Sewers","Tailors, Dressmakers, and Custom Sewers",0.3298941798941799,7
7532,Garment and related pattern-makers and cutters,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders",0.1952380952380952,7
7532,Garment and related pattern-makers and cutters,51-6092,Fabric and Apparel Patternmakers,Fabric and Apparel Patternmakers,0.4023809523809524,7
7532,Garment and related pattern-makers and cutters,51-9031,"Cutters and Trimmers, Hand","Cutters and Trimmers, Hand",0.24021164021164024,7
7533,"Sewing, embroidery and related workers",49-9093,"Fabric Menders, Except Garment","Fabric Menders, Except Garment",0.1031746031746032,7
7533,"Sewing, embroidery and related workers",51-6041,Shoe and Leather Workers and Repairers,Shoe and Leather Workers and Repairers,0.22407407407407412,7
7533,"Sewing, embroidery and related workers",51-6051,"Sewers, Hand","Sewers, Hand",0.22089947089947093,7
7534,Upholsterers and related workers,51-6093,Upholsterers,Upholsterers,0.1187830687830688,7
7535,"Pelt dressers, tanners and fellmongers",45-2041,"Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products",0.21746031746031746,7
7536,Shoemakers and related workers,51-6041,Shoe and Leather Workers and Repairers,Shoe and Leather Workers and Repairers,0.22407407407407412,7
7541,Underwater divers,49-9092,Commercial Divers,Commercial Divers,0.20423280423280424,7
7542,Shotfirers and blasters,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters",0.23783068783068784,7
7544,Fumigators and other pest and weed controllers,37-1012,"First-line Supervisor of Landscaping, Lawn Service, and Groundskeeping Workers","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.3619047619047619,7
8111,Miners and quarriers,47-5021,"Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",0.2261904761904762,8
